id,name,change_name_to,region,city,address,latitude,longitude,courseType,holes,hole_count,is_public,membership_type,phone,website,difficulty,price_min,price_max,price_text,price_type,price_source,weekday_price_min,weekday_price_max,weekend_price_min,weekend_price_max,teescanner_used_search_term,teescanner_matched_title,candidate_region,candidate_subregion,teescanner_match_status,teescanner_review_action,teescanner_review_reason,suggested_change_name_to,needs_price_review,seo_aliases,search_keywords,tags,source,updatedAt
gc-9c36390d43ba,이븐데일cc,,충청,청주시,청주시 상당구 미원면 대신2길 31,36.68294979598,127.60363688116,대중제,18,18,,대중제,043-288-1000,http://www.evendale.co.kr/,9,114000,175800,티스캐너 예약가 기준 114000~175800원,,,,,,,,,,,,,,,false,이븐데일cc|이븐데일GC|이븐데일컨트리클럽|이븐데일골프클럽|이븐데일골프장,이븐데일cc 이븐데일GC 이븐데일컨트리클럽 이븐데일골프클럽 이븐데일골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-717efe03426f,킹즈락cc,,충청,제천시,제천시 천남동 내토로7길 136,37.1383615964065,128.178411700764,대중제,27,27,,대중제,043-640-9000,http://kingsrockcc.com/,8,160000,195000,티스캐너 예약가 기준 160000~195000원,,,,,,,,,,,,,,,false,킹즈락cc|킹즈락GC|킹즈락컨트리클럽|킹즈락골프클럽|킹즈락골프장,킹즈락cc 킹즈락GC 킹즈락컨트리클럽 킹즈락골프클럽 킹즈락골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-eec2e96ca1a7,젠스필드cc,,충청,음성군,음성군 삼성면 덕호로 382,37.0418948825339,127.516062351528,대중제,18,18,,대중제,043-880-1000,http://www.zensfield.com/,5,100000,110000,티스캐너 예약가 기준 100000~110000원,,,,,,,,,,,,,,,false,젠스필드cc|젠스필드GC|젠스필드컨트리클럽|젠스필드골프클럽|젠스필드골프장,젠스필드cc 젠스필드GC 젠스필드컨트리클럽 젠스필드골프클럽 젠스필드골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-1cfb7d6583c7,대영힐스cc,,충청,충주시,충주시 대소원면 성종두담길 114,36.9504092248416,127.849685359291,대중제,27,27,,대중제,043-850-8600,https://basecc.co.kr,6.7,,,,,,,,,,,,,,,,,,false,대영힐스cc|대영힐스GC|대영힐스컨트리클럽|대영힐스골프클럽|대영힐스골프장,대영힐스cc 대영힐스GC 대영힐스컨트리클럽 대영힐스골프클럽 대영힐스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-617f2f73c737,진양밸리cc,,충청,음성군,음성군 삼성면 금일로 1195,37.0336174496984,127.467255123809,대중제,27,27,,대중제,043-880-8000,http://www.chinyangvalley.co.kr/,7.5,190000,240000,티스캐너 예약가 기준 190000~240000원,,,,,,,,,,,,,,,false,진양밸리cc|진양밸리GC|진양밸리컨트리클럽|진양밸리골프클럽|진양밸리골프장,진양밸리cc 진양밸리GC 진양밸리컨트리클럽 진양밸리골프클럽 진양밸리골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-e02aaeea09ed,코스카cc,,충청,음성군,음성군 음성읍 동음로 318,36.9318271275074,127.621099088119,대중제,27,27,,대중제,043-870-1000,http://www.koscacc.kr/,6,105000,220000,티스캐너 예약가 기준 105000~220000원,,,,,,,,,,,,,,,false,코스카cc|코스카GC|코스카컨트리클럽|코스카골프클럽|코스카골프장,코스카cc 코스카GC 코스카컨트리클럽 코스카골프클럽 코스카골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-914eaef995a0,클럽디속리산,속리산CC,충청,보은군,보은군 탄부면 평각상장로 230,36.4488287329975,127.774085233727,대중제,18,18,,대중제,043-540-8000,http://www.songnisancc.co.kr,6.5,130000,210000,티스캐너 예약가 기준 130000~210000원,,,,,,,,,,,,,,,false,속리산CC|속리산GC|속리산컨트리클럽|속리산골프클럽|속리산골프장,속리산CC 속리산GC 속리산컨트리클럽 속리산골프클럽 속리산골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-2bace244ca44,동 촌cc,동촌CC,충청,충주시,충주시 노은면 감노로 1327,37.0567966473176,127.744667271762,대중제,18,18,,대중제,043-722-0707,http://www.dongchongc.co.kr/,6.3,80000,215000,티스캐너 예약가 기준 80000~215000원,,,,,,,,,,,,,,,false,동촌CC|동촌GC|동촌컨트리클럽|동촌골프클럽|동촌골프장,동촌CC 동촌GC 동촌컨트리클럽 동촌골프클럽 동촌골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-0a89c1c9b286,세 일cc,모카컨트리클럽,충청,충주시,충주시 신니면 동락길 207,37.0198967372521,127.675815648035,대중제,18,18,,대중제,043-841-6000,https://www.mokacc.co.kr/index.asp,5.3,70000,189000,티스캐너 예약가 기준 70000~189000원,,,,,,,,,,,,,,,false,모카컨트리클럽|모카CC|모카GC|모카골프클럽|모카골프장,모카컨트리클럽 모카CC 모카GC 모카골프클럽 모카골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-746ebce39dd0,클럽디보은,클럽디 보은,충청,보은군,보은군 보은읍 장속중초로 386,36.5096812946396,127.690541925281,대중제,18,18,,대중제,043-540-8888,https://www.clubd.co.kr/boeun/index.do,4.6,90000,175000,티스캐너 예약가 기준 90000~175000원,,,,,,,,,,,,,,,false,클럽디 보은|클럽디 보은CC|클럽디 보은GC|클럽디 보은컨트리클럽|클럽디 보은골프클럽|클럽디 보은골프장,클럽디 보은 클럽디 보은CC 클럽디 보은GC 클럽디 보은컨트리클럽 클럽디 보은골프클럽 클럽디 보은골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-ca6baf196057,올데이 골프앤리조트,올데이골프앤리조트,충청,충주시,충주시 앙성면 비내길 189,37.1085767768558,127.787139757705,대중제,27,27,,대중제,043-851-5500,http://www.ilcc.co.kr,9.6,49000,149000,티스캐너 예약가 기준 49000~149000원,,,,,,,,,,,,,,,false,올데이골프앤리조트|올데이골프앤CC|올데이골프앤GC|올데이골프앤컨트리클럽|올데이골프앤골프클럽|올데이골프앤골프장,올데이골프앤리조트 올데이골프앤CC 올데이골프앤GC 올데이골프앤컨트리클럽 올데이골프앤골프클럽 올데이골프앤골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b86dec31683a,감곡CC,감곡CC,충청,음성군,음성군 감곡면 문촌리 산81-6,37.1298905300724,127.693506132587,대중제,18,18,,대중제,043-882-1600,http://www.gamgokcc.com,9.7,100000,220000,티스캐너 예약가 기준 100000~220000원,,,,,,,,,,,,,,,false,감곡CC|감곡GC|감곡컨트리클럽|감곡골프클럽|감곡골프장,감곡CC 감곡GC 감곡컨트리클럽 감곡골프클럽 감곡골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-a8e246e93ac3,일라이트 컨트리클럽,일라이트CC,충청,영동군,영동군 영동읍 매천리 산 35-1,36.1553491817334,127.784692775827,대중제,18,18,,대중제,043-740-0000,https://illitegolfnresort.co.kr/golf/main,5.1,80000,190000,티스캐너 예약가 기준 80000~190000원,,,,,,,,,,,,,,,false,일라이트CC|일라이트GC|일라이트컨트리클럽|일라이트골프클럽|일라이트골프장,일라이트CC 일라이트GC 일라이트컨트리클럽 일라이트골프클럽 일라이트골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-e14661a32922,일레븐cc,일레븐CC,충청,충주시,충북 충주시 앙성면 본평리 984,37.09362079025461,127.73566843596551,대중제,18,18,,대중제,0507-1348-3502,https://www.elevencc.co.kr/,8.7,80000,150000,티스캐너 예약가 기준 80000~150000원,,,,,,,,,,,,,,,false,일레븐CC|일레븐GC|일레븐컨트리클럽|일레븐골프클럽|일레븐골프장,일레븐CC 일레븐GC 일레븐컨트리클럽 일레븐골프클럽 일레븐골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-8d9ee33d1f22,킹스데일cc,킹스데일GC,충청,충주시,충북 충주시 주덕읍 화곡리 1097,37.01791643665307,127.81649261557968,대중제,18,18,,대중제,043-870-4100,https://www.kingsdale.co.kr,6.1,110000,240000,티스캐너 예약가 기준 110000~240000원,,,,,,,,,,,,,,,false,킹스데일GC|킹스데일CC|킹스데일컨트리클럽|킹스데일골프클럽|킹스데일골프장,킹스데일GC 킹스데일CC 킹스데일컨트리클럽 킹스데일골프클럽 킹스데일골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-cf2911a3e910,음성 힐데스하임cc,힐데스하임CC,충청,음성군,충북 음성군 소이면 후삼로158번길 101,36.9297181582041,127.779106961639,대중제,27,27,,대중제,043-750-4000,https://www.hildesheimcc.cc/,3.8,70000,160000,티스캐너 예약가 기준 70000~160000원,,,,,,,,,,,,,,,false,힐데스하임CC|힐데스하임GC|힐데스하임컨트리클럽|힐데스하임골프클럽|힐데스하임골프장,힐데스하임CC 힐데스하임GC 힐데스하임컨트리클럽 힐데스하임골프클럽 힐데스하임골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-736ecb0e589a,세레니티cc,세레니티cc,충청,청주시,청주시 서원구 남이면 산막리 산 128,36.5434085691017,127.388361151408,대중제,9,9,,대중제,043-277-5000,https://www.serenitycc.co.kr/,3.4,130000,275000,티스캐너 예약가 기준 130000~275000원,,,,,,,,,,,,,,,false,세레니티cc|세레니티GC|세레니티컨트리클럽|세레니티골프클럽|세레니티골프장,세레니티cc 세레니티GC 세레니티컨트리클럽 세레니티골프클럽 세레니티골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-a043ad4dfcf6,서경타니CC,서경타니CC,경상,사천시,사천시 곤양면 흥신로 210,35.0992986463276,128.015799149784,대중제,36,36,,대중제,0507-1423-7013,https://www.tanicc.co.kr/,6.8,,,,,,,,,,,,,,,,,,false,서경타니CC|서경타니GC|서경타니컨트리클럽|서경타니골프클럽|서경타니골프장,서경타니CC 서경타니GC 서경타니컨트리클럽 서경타니골프클럽 서경타니골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-53f5c270575b,해피니스CC (대중제),해피니스CC (퍼블릭),전라,전남,전남 나주시 다도면 다도로 171-60,34.9959291528385,126.832694683203,대중제,18,18,,대중제,061-330-5000,http://www.happinesscc.com/,2.9,60000,165000,티스캐너 예약가 기준 60000~165000원,,,,,,,,,,,,,,,false,해피니스CC|해피니스GC|해피니스컨트리클럽|해피니스골프클럽|해피니스골프장,해피니스CC 해피니스GC 해피니스컨트리클럽 해피니스골프클럽 해피니스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-06c10aaf3618,나인브릿지 (대중제),나인브릿지CC(퍼블릭),제주,서귀포시,제주특별자치도 서귀포시 안덕면 광평로 34-156,33.3403726049988,126.404250168607,대중제,6,6,,대중제,031-887-9999,https://www.ninebridges.co.kr/cjnbmember/h81login.asp,,,,,,,,,,,,,,,,,,,false,나인브릿지CC|나인브릿지GC|나인브릿지컨트리클럽|나인브릿지골프클럽|나인브릿지골프장,나인브릿지CC 나인브릿지GC 나인브릿지컨트리클럽 나인브릿지골프클럽 나인브릿지골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-1ce1b36ed2da,시그너스cc,시그너스cc,충청,충주시,충주시 앙성면 중방곡길 57-44,37.1741456179819,127.741221112751,대중제,27,27,,대중제,043-857-5001,http://www.cygnuscc.com/,5.8,160000,160000,티스캐너 예약가 기준 160000원,,,,,,,,,,,,,,,false,시그너스cc|시그너스GC|시그너스컨트리클럽|시그너스골프클럽|시그너스골프장,시그너스cc 시그너스GC 시그너스컨트리클럽 시그너스골프클럽 시그너스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-17fef5525b26,스프링베일리조트,스프링베일GC,강원,춘천시,춘천시 동면 금베이길 93-27,37.8795155759099,127.79077938372,대중제,9,9,,대중제,033-254-7900,http://www.springvale.co.kr,9.2,55000,125000,티스캐너 예약가 기준 55000~125000원,,,,,,,,,,,,,,,false,스프링베일GC|스프링베일CC|스프링베일컨트리클럽|스프링베일골프클럽|스프링베일골프장,스프링베일GC 스프링베일CC 스프링베일컨트리클럽 스프링베일골프클럽 스프링베일골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-ba3362c686e4,골프존카운티 안성H,골프존카운티 안성H,경기,안성시,경기도 안성시 보개면 보삼로 302,37.0983070278161,127.32861506514,대중제,18,18,,대중제,031-8056-0700,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=53,,90000,220000,티스캐너 예약가 기준 90000~220000원,,,,,,,,,,,,,,,false,골프존카운티 안성H|골프존카운티 안성HCC|골프존카운티 안성HGC|골프존카운티 안성H컨트리클럽|골프존카운티 안성H골프클럽|골프존카운티 안성H골프장,골프존카운티 안성H 골프존카운티 안성HCC 골프존카운티 안성HGC 골프존카운티 안성H컨트리클럽 골프존카운티 안성H골프클럽 골프존카운티 안성H골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-411771a420e7,골프존카운티 안성W,골프존카운티 안성W,경기,안성시,경기도 안성시 양성면 교동길 19-70,37.0754815069354,127.195011214835,대중제,18,18,,대중제,031-670-0500,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=2,,80000,220000,티스캐너 예약가 기준 80000~220000원,,,,,,,,,,,,,,,false,골프존카운티 안성W|골프존카운티 안성WCC|골프존카운티 안성WGC|골프존카운티 안성W컨트리클럽|골프존카운티 안성W골프클럽|골프존카운티 안성W골프장,골프존카운티 안성W 골프존카운티 안성WCC 골프존카운티 안성WGC 골프존카운티 안성W컨트리클럽 골프존카운티 안성W골프클럽 골프존카운티 안성W골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-945ef0204a99,골프존카운티 사천,골프존카운티 사천,경상,사천시,사천시 서포면 구송로 151,35.0154176252294,127.957629437359,대중제,27,27,,대중제,055-851-5000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=56,,,,,,,,,,,,,,,,,,,false,골프존카운티 사천|골프존카운티 사천CC|골프존카운티 사천GC|골프존카운티 사천컨트리클럽|골프존카운티 사천골프클럽|골프존카운티 사천골프장,골프존카운티 사천 골프존카운티 사천CC 골프존카운티 사천GC 골프존카운티 사천컨트리클럽 골프존카운티 사천골프클럽 골프존카운티 사천골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-968de8ceffeb,밀양에스파크골프리조트,밀양에스파크컨트리클럽,경상,밀양시,밀양시 단장면 미촌리 889,35.5000345419055,128.827685294188,대중제,18,18,,대중제,055-353-5513,https://my.s-parkcc.kr,2.5,140000,190000,티스캐너 예약가 기준 140000~190000원,,,,,,,,,,,,,,,false,밀양에스파크컨트리클럽|밀양에스파크CC|밀양에스파크GC|밀양에스파크골프클럽|밀양에스파크골프장,밀양에스파크컨트리클럽 밀양에스파크CC 밀양에스파크GC 밀양에스파크골프클럽 밀양에스파크골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-09693194d3fb,골프존카운티 경남,골프존카운티 경남,경상,함안군,함안군 칠원면 운무로 470,35.3085321018371,128.574136218308,대중제,18,18,,대중제,055-589-8888,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=49,4.2,88000,168000,티스캐너 예약가 기준 88000~168000원,,,,,,,,,,,,,,,false,골프존카운티 경남|골프존카운티 경남CC|골프존카운티 경남GC|골프존카운티 경남컨트리클럽|골프존카운티 경남골프클럽|골프존카운티 경남골프장,골프존카운티 경남 골프존카운티 경남CC 골프존카운티 경남GC 골프존카운티 경남컨트리클럽 골프존카운티 경남골프클럽 골프존카운티 경남골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-96bed6159452,골프존카운티 감포,골프존카운티 감포,경상,경주시,경상북도 경주시 감포읍 동해안로 1819-59,35.7729979951133,129.486488688578,대중제,18,18,,대중제,054-777-9000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=1,,,,,,,,,,,,,,,,,,,false,골프존카운티 감포|골프존카운티 감포CC|골프존카운티 감포GC|골프존카운티 감포컨트리클럽|골프존카운티 감포골프클럽|골프존카운티 감포골프장,골프존카운티 감포 골프존카운티 감포CC 골프존카운티 감포GC 골프존카운티 감포컨트리클럽 골프존카운티 감포골프클럽 골프존카운티 감포골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-6a587177a23c,골프존카운티 선산,골프존카운티 선산,경상,구미시,경상북도 구미시 산동면 강동로 953-73,36.1584243804283,128.445496478621,회원제,18,18,,회원제,054-473-6200,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=28,,,,,,,,,,,,,,,,,,,false,골프존카운티 선산|골프존카운티 선산CC|골프존카운티 선산GC|골프존카운티 선산컨트리클럽|골프존카운티 선산골프클럽|골프존카운티 선산골프장,골프존카운티 선산 골프존카운티 선산CC 골프존카운티 선산GC 골프존카운티 선산컨트리클럽 골프존카운티 선산골프클럽 골프존카운티 선산골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-a944350f5db1,골프존카운티 구미,골프존카운티 구미,경상,구미시,경상북도 구미시 산동면 강동로 953-74,36.1580062048644,128.442639666721,대중제,18,18,,대중제,054-473-8161,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=50,,,,,,,,,,,,,,,,,,,false,골프존카운티 구미|골프존카운티 구미CC|골프존카운티 구미GC|골프존카운티 구미컨트리클럽|골프존카운티 구미골프클럽|골프존카운티 구미골프장,골프존카운티 구미 골프존카운티 구미CC 골프존카운티 구미GC 골프존카운티 구미컨트리클럽 골프존카운티 구미골프클럽 골프존카운티 구미골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-01d6a94bf335,골프존카운티 청통,골프존카운티 청통,경상,영천시,경상북도 영천시 청통면 은해사로 49-77,35.98803009926189,128.8119113885776,대중제,18,18,,대중제,054-339-8000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=58,,71000,142000,티스캐너 예약가 기준 71000~142000원,,,,,,,,,,,,,,,false,골프존카운티 청통|골프존카운티 청통CC|골프존카운티 청통GC|골프존카운티 청통컨트리클럽|골프존카운티 청통골프클럽|골프존카운티 청통골프장,골프존카운티 청통 골프존카운티 청통CC 골프존카운티 청통GC 골프존카운티 청통컨트리클럽 골프존카운티 청통골프클럽 골프존카운티 청통골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-3f766167d45e,잭 니클라우스 골프클럽 코리아,잭니클라우스골프클럽코리아,경기,인천시,인천시 연수구 아카데미로 209,37.3814676485051,126.618009916,회원제,18,18,,회원제,032-850-8000,http://www.jacknicklausgolfclubkorea.com/,6.1,,,,,,,,,,,,,,,manual_review,,,true,잭니클라우스골프클럽코리아|잭니클라우스골프클럽코리아CC|잭니클라우스골프클럽코리아GC|잭니클라우스골프클럽코리아컨트리클럽|잭니클라우스골프클럽코리아골프클럽|잭니클라우스골프클럽코리아골프장,잭니클라우스골프클럽코리아 잭니클라우스골프클럽코리아CC 잭니클라우스골프클럽코리아GC 잭니클라우스골프클럽코리아컨트리클럽 잭니클라우스골프클럽코리아골프클럽 잭니클라우스골프클럽코리아골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-4005648f63d2,골프존카운티 송도 골프장,골프존카운티 송도,경기,인천시,인천시 연수구 인천신항대로 1120,37.3539720232257,126.592108721759,대중제,18,18,,대중제,032-830-8888,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=68,7.1,139000,269000,티스캐너 예약가 기준 139000~269000원,,,,,,,,,,,,,,,false,골프존카운티 송도|골프존카운티 송도CC|골프존카운티 송도GC|골프존카운티 송도컨트리클럽|골프존카운티 송도골프클럽|골프존카운티 송도골프장,골프존카운티 송도 골프존카운티 송도CC 골프존카운티 송도GC 골프존카운티 송도컨트리클럽 골프존카운티 송도골프클럽 골프존카운티 송도골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-3269edc70897,골프존카운티,골프존카운티 순천,전라,전남,전남 순천시 주암면 행정1길 77,35.0453779027297,127.309261733808,대중제,36,36,,대중제,061-729-8888,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=57,6.5,70000,140000,티스캐너 예약가 기준 70000~140000원,,,,,,,,,,,,,,,false,골프존카운티 순천|골프존카운티 순천CC|골프존카운티 순천GC|골프존카운티 순천컨트리클럽|골프존카운티 순천골프클럽|골프존카운티 순천골프장,골프존카운티 순천 골프존카운티 순천CC 골프존카운티 순천GC 골프존카운티 순천컨트리클럽 골프존카운티 순천골프클럽 골프존카운티 순천골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-982325a51789,골프존카운티 영암,골프존카운티 영암,전라,영암군,영암군 삼호읍 에프원로 121-1,34.7357331871307,126.42785393705,대중제,45,45,,대중제,061-460-6000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=59,3.3,49000,94000,티스캐너 예약가 기준 49000~94000원,,,,,,,,,,,,,,,false,골프존카운티 영암|골프존카운티 영암CC|골프존카운티 영암GC|골프존카운티 영암컨트리클럽|골프존카운티 영암골프클럽|골프존카운티 영암골프장,골프존카운티 영암 골프존카운티 영암CC 골프존카운티 영암GC 골프존카운티 영암컨트리클럽 골프존카운티 영암골프클럽 골프존카운티 영암골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-2a867c283a2c,골프존카운티무주,골프존카운티 무주,전라,전북특별자치도,전북특별자치도 무주군 안성면 장무로 1537-21,35.831298076118,127.636571791807,대중제,18,18,,대중제,063-320-3200,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=54,7.3,61000,113000,티스캐너 예약가 기준 61000~113000원,,,,,,,,,,,,,,,false,골프존카운티 무주|골프존카운티 무주CC|골프존카운티 무주GC|골프존카운티 무주컨트리클럽|골프존카운티 무주골프클럽|골프존카운티 무주골프장,골프존카운티 무주 골프존카운티 무주CC 골프존카운티 무주GC 골프존카운티 무주컨트리클럽 골프존카운티 무주골프클럽 골프존카운티 무주골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-1f1578e897f2,골프존카운티선운,골프존카운티 선운,전라,전북특별자치도,전북특별자치도 고창군 아산면 운곡로 418,35.4922055093639,126.643978417972,대중제,18,18,,대중제,063-560-2000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=5,,70000,136000,티스캐너 예약가 기준 70000~136000원,,,,,,,,,,,,,,,false,골프존카운티 선운|골프존카운티 선운CC|골프존카운티 선운GC|골프존카운티 선운컨트리클럽|골프존카운티 선운골프클럽|골프존카운티 선운골프장,골프존카운티 선운 골프존카운티 선운CC 골프존카운티 선운GC 골프존카운티 선운컨트리클럽 골프존카운티 선운골프클럽 골프존카운티 선운골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-adeec421c374,골프존카운티 천안,골프존카운티 천안,충청,병천면,병천면 매성2길 103,36.8043256320368,127.31179501385,대중제,18,18,,대중제,041-558-9900,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=47,9.3,71000,158000,티스캐너 예약가 기준 71000~158000원,,,,,,,,,,,,,,,false,골프존카운티 천안|골프존카운티 천안CC|골프존카운티 천안GC|골프존카운티 천안컨트리클럽|골프존카운티 천안골프클럽|골프존카운티 천안골프장,골프존카운티 천안 골프존카운티 천안CC 골프존카운티 천안GC 골프존카운티 천안컨트리클럽 골프존카운티 천안골프클럽 골프존카운티 천안골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-226b2263c6f6,골프존카운티 진천cc,골프존카운티 진천,충청,진천군,진천군 진천읍 송강로 783-51,36.819645780279,127.408131421454,대중제,27,27,,대중제,043-531-3000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=4,5.2,71000,226000,티스캐너 예약가 기준 71000~226000원,,,,,,,,,,,,,,,false,골프존카운티 진천|골프존카운티 진천CC|골프존카운티 진천GC|골프존카운티 진천컨트리클럽|골프존카운티 진천골프클럽|골프존카운티 진천골프장,골프존카운티 진천 골프존카운티 진천CC 골프존카운티 진천GC 골프존카운티 진천컨트리클럽 골프존카운티 진천골프클럽 골프존카운티 진천골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-ab22b2f16924,골프존카운티 화랑cc,골프존카운티 화랑,충청,진천군,진천군 문백면 농다리로 809,36.8160695087525,127.475612433835,대중제,18,18,,대중제,043-539-5000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=52,,65000,159000,티스캐너 예약가 기준 65000~159000원,,,,,,,,,,,,,,,false,골프존카운티 화랑|골프존카운티 화랑CC|골프존카운티 화랑GC|골프존카운티 화랑컨트리클럽|골프존카운티 화랑골프클럽|골프존카운티 화랑골프장,골프존카운티 화랑 골프존카운티 화랑CC 골프존카운티 화랑GC 골프존카운티 화랑컨트리클럽 골프존카운티 화랑골프클럽 골프존카운티 화랑골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-01762fe809b0,골프존 카운티 드래곤,골프존카운티 드래곤,전라,전북특별자치도,전북특별자치도 남원시 대산면 대사로 498,35.4333356172514,127.340398880046,대중제,27,27,,대중제,063-630-3000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=55,,51000,151000,티스캐너 예약가 기준 51000~151000원,,,,,,,,,,,,,,,false,골프존카운티 드래곤|골프존카운티 드래곤CC|골프존카운티 드래곤GC|골프존카운티 드래곤컨트리클럽|골프존카운티 드래곤골프클럽|골프존카운티 드래곤골프장,골프존카운티 드래곤 골프존카운티 드래곤CC 골프존카운티 드래곤GC 골프존카운티 드래곤컨트리클럽 골프존카운티 드래곤골프클럽 골프존카운티 드래곤골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-d780ed19a4d0,골프존카운티오라 (회원제),골프존카운티 오라,제주,제주시,제주특별자치도 제주시 오라남로 130-16,33.4482225482706,126.513190445051,회원제,18,18,,회원제,064-747-5100,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=3,2.4,,,,,,,,,,,,,,,,,,false,골프존카운티 오라|골프존카운티 오라CC|골프존카운티 오라GC|골프존카운티 오라컨트리클럽|골프존카운티 오라골프클럽|골프존카운티 오라골프장,골프존카운티 오라 골프존카운티 오라CC 골프존카운티 오라GC 골프존카운티 오라컨트리클럽 골프존카운티 오라골프클럽 골프존카운티 오라골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-4949c11c28bf,골프존카운티오라 (대중제),골프존카운티 오라,제주,제주시,제주특별자치도 제주시 오라남로 130-16,33.4482225482706,126.513190445051,대중제,18,18,,대중제,064-747-5100,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=3,2.4,,,,,,,,,,,,,,,,,,false,골프존카운티 오라|골프존카운티 오라CC|골프존카운티 오라GC|골프존카운티 오라컨트리클럽|골프존카운티 오라골프클럽|골프존카운티 오라골프장,골프존카운티 오라 골프존카운티 오라CC 골프존카운티 오라GC 골프존카운티 오라컨트리클럽 골프존카운티 오라골프클럽 골프존카운티 오라골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-74de2175f831,블랙스톤제주,블랙스톤 제주,제주,제주시,제주특별자치도 제주시 한창로 925-122,33.337766044002,126.31240252086,회원제,27,27,,회원제,064-795-2121,http://www.blackstoneresort.com/,8.4,,,,,,,,,,,,,,,,,,false,블랙스톤 제주|블랙스톤 제주CC|블랙스톤 제주GC|블랙스톤 제주컨트리클럽|블랙스톤 제주골프클럽|블랙스톤 제주골프장,블랙스톤 제주 블랙스톤 제주CC 블랙스톤 제주GC 블랙스톤 제주컨트리클럽 블랙스톤 제주골프클럽 블랙스톤 제주골프장,{},public_data,2026-06-18T01:21:16.357Z
gc-56c3be8c5a61,더플레이어스 골프클럽,클럽디 더플레이어스,강원,춘천시,춘천시 동산면 새술막길 438,37.7776204120147,127.750533991715,대중제,27,27,,대중제,033-250-5000,https://www.clubd.com/theplayers/index.do,7.8,125000,240000,티스캐너 예약가 기준 125000~240000원,,,,,,,,,,,,,,,false,클럽디 더플레이어스|클럽디 더플레이어스CC|클럽디 더플레이어스GC|클럽디 더플레이어스컨트리클럽|클럽디 더플레이어스골프클럽|클럽디 더플레이어스골프장,클럽디 더플레이어스 클럽디 더플레이어스CC 클럽디 더플레이어스GC 클럽디 더플레이어스컨트리클럽 클럽디 더플레이어스골프클럽 클럽디 더플레이어스골프장,{},public_data,2026-06-18T01:00:04.006Z
